  Labeled   attachment score: 111699 / 179886 * 100 = 62.09 %
  Unlabeled attachment score: 111699 / 179886 * 100 = 62.09 %
  Label accuracy score:       179886 / 179886 * 100 = 100.00 %

  ================================================================================

  Evaluation of the results in RBG/SPMRL/all-mvectors25-lemma.conllu
  vs. gold standard Original/all-SPMRL.conllu:

  Legend: '.S' - the beginning of a sentence, '.E' - the end of a sentence

  Number of non-scoring tokens: 26248

  The overall accuracy and its distribution over CPOSTAGs

  -----------+-------+-------+------+-------+------+-------+-------
  Accuracy   | words | right |   %  | right |   %  | both  |   %
             |       | head  |      |  dep  |      | right |
  -----------+-------+-------+------+-------+------+-------+-------
  total      | 179886 | 111699 |  62% | 179886 | 100% | 111699 |  62%
  -----------+-------+-------+------+-------+------+-------+-------
  NOUN       | 52703 | 33165 |  63% | 52703 | 100% | 33165 |  63%
  VERB       | 24121 | 11347 |  47% | 24121 | 100% | 11347 |  47%
  ADP        | 23761 | 12776 |  54% | 23761 | 100% | 12776 |  54%
  DET        | 23624 | 21087 |  89% | 23624 | 100% | 21087 |  89%
  ADJ        | 17035 | 11932 |  70% | 17035 | 100% | 11932 |  70%
  PRON       | 11437 |  7960 |  70% | 11437 | 100% |  7960 |  70%
  ADV        | 10992 |  6561 |  60% | 10992 | 100% |  6561 |  60%
  CONJ       |  8165 |  3463 |  42% |  8165 | 100% |  3463 |  42%
  .          |  3056 |   893 |  29% |  3056 | 100% |   893 |  29%
  NUM        |  2475 |  1273 |  51% |  2475 | 100% |  1273 |  51%
  PRT        |  1763 |  1000 |  57% |  1763 | 100% |  1000 |  57%
  X          |   754 |   242 |  32% |   754 | 100% |   242 |  32%
  -----------+-------+-------+------+-------+------+-------+-------


  The overall error rate and its distribution over CPOSTAGs

  -----------+-------+-------+------+-------+------+-------+-------
  Error      | words | head  |   %  |  dep  |   %  | both  |   %
  Rate       |       | err   |      |  err  |      | wrong |
  -----------+-------+-------+------+-------+------+-------+-------
  total      | 179886 | 68187 |  38% |     0 |   0% |     0 |   0%
  -----------+-------+-------+------+-------+------+-------+-------
  NOUN       | 52703 | 19538 |  37% |     0 |   0% |     0 |   0%
  VERB       | 24121 | 12774 |  53% |     0 |   0% |     0 |   0%
  ADP        | 23761 | 10985 |  46% |     0 |   0% |     0 |   0%
  DET        | 23624 |  2537 |  11% |     0 |   0% |     0 |   0%
  ADJ        | 17035 |  5103 |  30% |     0 |   0% |     0 |   0%
  PRON       | 11437 |  3477 |  30% |     0 |   0% |     0 |   0%
  ADV        | 10992 |  4431 |  40% |     0 |   0% |     0 |   0%
  CONJ       |  8165 |  4702 |  58% |     0 |   0% |     0 |   0%
  .          |  3056 |  2163 |  71% |     0 |   0% |     0 |   0%
  NUM        |  2475 |  1202 |  49% |     0 |   0% |     0 |   0%
  PRT        |  1763 |   763 |  43% |     0 |   0% |     0 |   0%
  X          |   754 |   512 |  68% |     0 |   0% |     0 |   0%
  -----------+-------+-------+------+-------+------+-------+-------


  Precision and recall of DEPREL

  ----------------+------+---------+--------+------------+---------------
  deprel          | gold | correct | system | recall (%) | precision (%) 
   13  *dep* obj.p / ats *dep* obj.p 
   13  ATT *ATT* / ATT *ATT* OBL 
   13  adjunct *obj* adjunct / adjunct *obj* 
   13  OC *CJ* / *CJ* 
   13  *CP* / *CP* PD 
   13  *AG* / *AG* OA 
   13  *MO* NK / *MO* NK SB 
   13  *aux.tps* / suj mod *aux.tps* root 
   13  *OA* RE / *OA* 
   13  *aux.tps* / suj *aux.tps* obj.cpl 
   13  *CD* CJ / *CD* MO OC 
   13  NMC *NK* NK / *NK* NK 
   13  *SBP* NK / *SBP* 
   13  *mod* mod mod / *mod* mod 
   13  *obj.p* obj / *obj.p* obj dep 
   13  NK *AG* / SB NK *AG* 
   13  *mod* a_obj / *mod* 
   13  DET ATT *ATT* / DET ATT *ATT* COORD 
   13  det mod *suj* mod / det mod *suj* 
   13  *MO* NK / *MO* AG 
   13  *OP* NK / OA *OP* NK 
   13  NK *SB* AG MNR / NK *SB* 
   13  MO NK *OA* / NK *OA* 
   13  *dep* obj.p / *dep* det 
   13  *ATT* / ATT *ATT* 
   13  *CJ* / *CJ* OO 
   13  *MO* NK / *MO* -- NK 
   13  MO *MNR* NK / *MNR* NK 
   13  -- NK *NK* / NK *NK* 
   13  subj conjunct *pred* conjunct / *pred* conjunct 
   13  *MO* NK / *MO* MO 
   13  *mod* obj.p / *mod* obj 
   13  *MO* NK / *MO* CJ 
   13  NK *NK* / NK *NK* -- 
   13  ** ROOT / ** IF 
   13  *mod* / ats *mod* 
   13  *mod* de_obj / *mod* 
   13  PNC *NK* / *NK* MO 
   13  CJ CJ / 
   13  MO *MO* / MO *MO* MO 
   13  adjunct *comp* / *comp* 
   13  ATT *TLOCY* / *TLOCY* 
   13  *CJ* / *CJ* SP 
   13  *MO* / *MO* CJ 
   13  *SB* APP / *SB* 
   13  *dep_cpd* / dep.coord *dep_cpd* 
   13  AC *MO* NK / *MO* 
   13  *CJ* / *CJ* PD 
   13  *obj.p* dep_cpd dep / *obj.p* 
   13  MO NK NK *SB* / NK NK *SB* 
   13  *OC* / -- *OC* 
   13  *mod* / suj *mod* mod 
   12  *mod* dep_cpd / ponct *mod* 
   12  *aux.tps* / mod suj *aux.tps* mod.rel 
   12  *CONJ* COORD / *CONJ* OBL 
   12  det *suj* dep mod.rel / det *suj* dep 
   12  CJ *SP* CJ / *SP* CJ 
   12  *NK* CJ / NK *NK* 
   12  *SUBJ* / *SUBJ* ATT 
   12  det mod *suj* dep / det mod *suj* 
   12  *mod* dep_cpd / mod *mod* dep_cpd 
   12  *MNR* NK / MO *MNR* NK 
   12  NK NK *AG* AG / NK NK *AG* 
   12  *CD* CJ / *CD* CP 
   12  det *obj.p* mod mod.rel / det *obj.p* 
   12  *obj.p* ponct mod ponct / *obj.p* mod 
   12  ** pred / ** comp_inf 
   12  det *obj* dep mod.rel / det *obj* dep 
   12  mod *mod* / dep_cpd *mod* 
   12  *dep_cpd* / *dep_cpd* dep.coord 
   12  OA MO *OC* / *OC* 
   12  AT *PA* ET / AT *PA* 
   12  MO *OC* / MO *OC* RC 
   12  *obj.p* dep mod.rel / *obj.p* dep 
   12  mod det *suj* / det *suj* 
   12  *mod* obj.p / *mod* det 
   12  det dep / det 
   12  *comp* / subj *comp* 
   12  NK *--* MNR / NK *--* 
   12  NK *CJ* / NK *CJ* MO 
   12  *NK* / *NK* AG 
   12  det *suj* / obj det *suj* 
   12  PNC *NK* / *NK* CD 
   12  NK NK *NK* / NK MO NK *NK* 
   12  *obj.p* / *obj.p* dep_cpd 
   12  *dep_cpd* / dep_cpd *dep_cpd* dep 
   12  *ET* IF / *ET* 
   12  DET ATT *SUBJ* / DET ATT *SUBJ* ATT 
   12  det *obj.p* / det *obj.p* p_obj 
   12  *MO* / *MO* MNR 
   12  *MO* / *MO* SVP 
   12  *mod* dep_cpd obj.p / *mod* dep_cpd 
   12  CJ *SS* CJ / *SS* CJ 
   12  *mod* obj.cpl / *mod* aux.tps 
   12  det *obj.p* dep_cpd / *obj.p* 
   12  NK *SB* RC / NK *SB* OC 
   12  / MNR 
   12  det *dep.coord* / det *dep.coord* mod 
   12  *ATT* COORD / *ATT* 
   12  det mod *obj.p* dep / det mod *obj.p* 
   12  mod *mod* obj.p / *mod* obj.p 
   12  *mod* dep_cpd obj.cpl / *mod* 
   12  *aux.pass* / *aux.pass* mod.rel 
   12  NK NK *OA* / NK NK *OA* MO 
   12  SB OC *RC* / *RC* -- 
   12  *obj.p* dep_cpd dep_cpd / *obj.p* 
   12  *dep* obj.p / obj *dep* 
   12  *DT* HD / *DT* 
   12  NK *SB* / NK *SB* OC 
   12  PNC *NK* CD / *NK* CD 
   12  *ne* / app *ne* 
   11  det *obj.p* dep_cpd dep_cpd mod / det *obj.p* dep_cpd 
   11  *adjunct* / *adjunct* pred 
   11  DT AT *PA* ET / DT AT *PA* 
   11  *NE* / DET *NE* OBL 
   11  det *obj.p* mod mod / det *obj.p* mod 
   11  *mod* / dep_cpd *mod* mod 
   11  *mod* / mod mod *mod* 
   11  MODE *MODE* / *MODE* 
   11  DT *DT* / DT *DT* PA 
   11  *SB* / OA *SB* 
   11  *dep_cpd* / *dep_cpd* aux.pass 
   11  *dep_cpd* / det *dep_cpd* 
   11  det mod *mod* / mod *mod* 
   11  NK *SB* / NK *SB* PD 
   11  NK NK *NK* RC / NK NK *NK* 
   11  NK *NK* / NK *NK* NK 
   11  NK *NK* APP / NK *NK* 
   11  NK *NK* RC / NK *NK* OC 
   11  *conjunct* / *conjunct* comp 
   11  *CJ* AG / *CJ* 
   11  NK NK *AG* NK / NK NK *AG* PNC 
   11  *SP* ET / *SP* 
   11  *dep_cpd* / *dep_cpd* dep_cpd coord 
   11  NK *AG* / NK *AG* RC 
   11  det *mod* dep / det *mod* 
   11  ATT *SUBJ* CONJ / *SUBJ* 
   11  *PNC* / NK NK *PNC* 
   11  NE *ATT* / *ATT* OBL 
   11  *app* ne / *app* 
   11  det mod *obj* mod / det mod *obj* 
   11  *dep* obj.p / *dep* obj.p mod 
   11  *OBL* / *OBL* MODE 
   11  det *suj* dep_cpd dep / det *suj* 
   11  suj *root* obj mod / suj *root* obj 
   11  DT AT *OO* ET / DT AT *OO* 
   11  *PNC* / AG *PNC* 
   11  *--* SB OC / MO *--* SB MO OC 
   11  *obj* dep_cpd / *obj* 
   11  ATT *ATT* / *ATT* OBJ 
   11  *dep* obj.p / *dep* obj.p dep 
   11  DET *OBL* / DET *OBL* OBJ 
   11  *MO* NK / MNR *MO* NK 
   11  *aux.pass* / *aux.pass* obj.p 
   11  MS *UA* +F / *UA* +F 
   11  DET ATT *ATT* / DET ATT *ATT* MODE 
   11  *SB* NK / *SB* 
   11  *NK* NK / *NK* PNC 
   11  SB *--* OC / SB *--* OA OC 
   11  det *obj.p* dep_cpd dep / det *obj.p* 
   11  *obj.p* dep_cpd dep_cpd mod / *obj.p* dep_cpd 
   11  mod *mod* obj.p / mod *mod* 
   11  *PG* NK / SB *PG* NK 
   11  *RA* PA / *RA* DT 
   11  ** ROOT / ** CJ 
   11  *dep.coord* mod / *dep.coord* 
   11  adjunct *subj* / *subj* 
   11  *a_obj* obj.p / *a_obj* det 
   11  -- *CJ* CJ -- / *CJ* CJ 
   11  *CJ* NK CJ / *CJ* NMC 
   11  det *obj* dep coord / det *obj* dep 
   11  NE *NE* / *NE* OBL 
   11  mod det *obj.p* / det *obj.p* 
   11  *PAR* NK / *PAR* NMC 
   11  MO *OC* / MO *OC* OC 
   11  -- *MO* / *MO* 
   11  *OA* RC / *OA* 
   11  NK *OA* / MO NK *OA* 
   11  *AA* HD / *AA* 
   11  *NE* / *NE* OBL 
   11  PNC *AG* / *AG* NK 
   11  *MO* / *MO* PD 
   11  *MO* / *MO* AG 
   11  *NEG* / TLOCY *NEG* 
   11  NK *NK* MNR / *NK* MNR 
   11  det *obj.p* dep_cpd dep_cpd dep / det *obj.p* dep_cpd 
   10  *obj.p* obj / *obj.p* obj mod.rel 
   10  mod *obj.p* / mod *obj.p* mod 
   10  DT *OO* / *OO* 
   10  OA *OC* / OA *OC* RC 
   10  *MNR* NK / *MNR* NK NK 
   10  NE *COORD* CONJ / *COORD* 
   10  DET ATT *SUBJ* / ATT *SUBJ* 
   10  *aux.tps* / mod suj *aux.tps* obj.cpl 
   10  MO *OC* / NK *OC* 
   10  det *obj* dep / dep_cpd *obj* dep 
   10  CJ *AT* CJ / *AT* CJ 
   10  NK NK *NK* / NK NK *NK* MNR 
   10  *mod* dep_cpd / *mod* mod 
   10  *mod* / *mod* obj 
   10  *dep* obj.cpl / *dep* mod 
   10  NK NK *AG* / NK *AG* 
   10  *coord* dep_cpd dep / *coord* dep_cpd 
   10  *coord* dep_cpd dep_cpd dep_cpd dep / *coord* 
   10  *mod* / *mod* aux.tps 
   10  *COORD* / *COORD* OBL 
   10  *CD* CJ / *CD* NK 
   10  *dep* obj.p obj.p / *dep* obj.p 
   10  NK *CJ* / NK *CJ* OC 
   10  *CP* / *CP* -- 
   10  DET NE *ATT* / *ATT* OBL 
   10  *aux.tps* / mod suj mod *aux.tps* root 
   10  DET *ATT* / DET *ATT* TLOCY 
   10  NK *OA* PG / NK *OA* 
   10  *de_obj* / *de_obj* det 
   10  *dep* / mod *dep* 
   10  det *root* dep / det *root* 
   10  *RA* PA / *RA* CJ 
   10  *mod* obj.p / *mod* det obj.p 
   10  *CVC* NK / MO *CVC* NK 
   10  MO MO *OC* / SB *OC* 
   10  MO OC *OC* / *OC* 
   10  *coord* dep.coord / *coord* dep.coord aux.tps 
   10  ** ROOT / ** UA 
   10  det *obj.p* / det *obj.p* ponct 
   10  *--* CJ / *--* -- CJ 
   10  *CJ* NK CJ / *CJ* NK 
   10  *PNC* / *PNC* CC 
   10  *CJ* / *CJ* AT 
   10  *TLOCY* / TLOCY *TLOCY* 
   10  *coord* mod dep.coord / *coord* mod 
   10  NK *NK* / *NK* MO 
   10  MO MO *MO* / MO *MO* 
   10  *comp* adjunct adjunct / *comp* 
   10  *mod* / mod ponct *mod* ponct 
   10  det *obj.p* / det *obj.p* dep_cpd 
   10  *--* OC / *--* 
   10  ** ROOT-VAN-PRED / ** ROOT-VAN-SUBJ 
   10  *subj* adjunct adjunct / *subj* 
   10  *obj* comp / *obj* 
   10  *obj* obj mod / *obj* obj 
   10  SB *--* PD / SB *--* MO PD 
   10  *p_obj* obj.p / mod *p_obj* obj.p 
   10  CP SB OC *MO* / SB *MO* 
   10  *dep.coord* / *dep.coord* dep.coord 
   10  *dep* / mod *dep* obj.p 
   10  DET *ATT* / DET *ATT* ROOT-VAN-SUBJ 
   10  *obj* obj / *obj* mod 
   10  *coord* dep.coord / *coord* dep_cpd 
   10  *dep.coord* dep_cpd / *dep.coord* 
   10  ATT *TLOCY* / *TLOCY* ATT 
   10  MO MO *OC* / MO *OC* RC 
   10  *aux.tps* / mod *aux.tps* obj.p 
   10  det *dep.coord* dep / det *dep.coord* 
   10  ** -- -- -- -- -- / ** -- 
   10  det *obj.p* mod mod.rel / det *obj.p* mod 
   10  *NMC* / *NMC* CC 
   10  *comp* / comp *comp* 
   10  / MO 
   10  CP SB OC *SB* / *SB* 
   10  NE *COORD* COORD / *COORD* 
   10  *CD* CJ / *CD* CJ -- 
   10  SB *--* OC / SB *--* OA MO OC 
   10  *dep_cpd* / *dep_cpd* dep_cpd mod 
   10  adjunct *adjunct* adjunct / adjunct *adjunct* 
   10  NK *AG* / OA NK *AG* 
   10  *aux.tps* / mod mod *aux.tps* root 
   10  ATT *ATT* / ATT *ATT* TLOCY 
   10  NK *SB* / NK *SB* OA 
   10  aux.pass *obj* mod / *obj* mod 
   10  PNC *NK* / *NK* MNR 
   10  det *suj* / de_obj det *suj* 
   10  *obj.p* obj / obj *obj.p* obj 
   10  *mod* dep / ponct *mod* dep 
   10  *CM* / *CM* PNC 
   10  ATT *ATT* / *ATT* MODE 
   10  *dep.coord* / *dep.coord* det 
   10  NK *NK* / NK *NK* SB 
   10  det *dep.coord* mod mod / det *dep.coord* 
   10  *aux.pass* / *aux.pass* mod 
   10  SB *--* PD / SB *--* PD MNR 
   10  *obj* obj / *obj* obj mod 
   10  det *obj* mod mod.rel / det *obj* 
   10  AG *SB* NK / *SB* PNC 
   10  det *obj* dep_cpd dep_cpd dep / det *obj* dep_cpd 
   10  *obj.p* obj.p / mod *obj.p* obj.p 
    9  DET ATT *SUBJ* / DET ATT *SUBJ* OBL 
    9  NK *SB* OP / NK *SB* 
    9  det *suj* dep_cpd mod / det *suj* 
    9  ATT *ATT* / ATT *ATT* MODE 
    9  *SUBJ* COORD / *SUBJ* 
    9  det *mod* mod dep / det *mod* 
    9  NK NK *NK* AG / NK *NK* 
    9  *NE* / DET *NE* COORD 
    9  / SUBJ 
    9  *coord* dep.coord / *coord* aux.pass 
    9  *obj.p* / *obj.p* a_obj 
    9  OA MO *OC* / MO *OC* 
    9  *OBL* / *OBL* OBJ 
    9  *NK* / *NK* -- APP 
    9  CJ *CD* / *CD* AG 
    9  *mod* dep_cpd dep_cpd obj.p / mod *mod* dep_cpd 
    9  *aux.pass* / *aux.pass* obj.cpl 
    9  *SB* CC / *SB* CM 
    9  MO *OP* NK / *OP* NK 
    9  TA IG DT *CJ* / DT *CJ* 
    9  det *dep.coord* / det *dep.coord* dep.coord 
    9  ** ROOT / ** AA 
    9  ** ROOT / ** SUBJ 
    9  ** root / ** suj 
    9  *CM* / *CM* NMC 
    9  *mod* obj.p / ponct *mod* obj.p 
    9  *dep* dep_cpd dep_cpd dep_cpd obj.p / *dep* dep_cpd 
    9  *mod* obj.p / *mod* obj.p mod 
    9  *obj.p* mod mod mod / *obj.p* mod 
    9  PNC *NK* / *NK* NK 
    9  NK NK *CJ* AG / NK NK *CJ* 
    9  SB *--* OC / SB *--* CP 
    9  *arg* / *arg* det 
    9  *obj.p* obj / *obj.p* obj obj.p 
    9  ATT *OBL* CONJ / *OBL* 
    9  *aux.tps* / *aux.tps* dep.coord 
    9  det *dep.coord* mod dep / det *dep.coord* 
    9  *dep_cpd* / mod *dep_cpd* dep 
    9  NK *NK* NK MNR / NK *NK* NK 
    9  *mod* mod coord / *mod* mod 
    9  *CJ* NK / *CJ* PNC 
    9  NK NK *NK* AG MNR / NK NK *NK* 
    9  *SB* / *SB* OC 
    9  SB PD *RC* / *RC* 
    9  det mod *obj* / det mod *obj* mod 
    9  *adjunct* / *adjunct* conjunct 
    9  det *obj.p* dep_cpd dep_cpd dep_cpd / det *obj.p* dep_cpd 
    9  *dep_cpd* / dep_cpd *dep_cpd* ponct 
    9  PNC PNC *NK* / PNC *NK* 
    9  *obj.p* dep_cpd dep_cpd dep_cpd / *obj.p* dep_cpd 
    9  DET *OBL* / DET *OBL* OBL 
    9  MO *NK* CJ / MO *NK* 
    9  det / ponct det ponct 
    9  *aux.pass* / mod *aux.pass* root 
    9  det *suj* dep_cpd dep_cpd mod / det *suj* dep_cpd 
    9  *dep.coord* / *dep.coord* ponct 
    9  *SUBJ* / *SUBJ* OBL 
    9  *suj* dep / *suj* 
    9  *ET* PA / SS *ET* PA 
    9  *obj.p* mod mod.rel / *obj.p* 
    9  CM *CC* CD / *CC* CD 
    9  *OC* OC / *OC* 
    9  / det 
    9  OBL OBL *ATT* / *ATT* 
    9  *mod* obj.p / *mod* obj.p dep 
    9  *suj* mod / mod *suj* 
    9  *OO* IF / *OO* 
    9  CM NK *MO* / NK *MO* 
    9  ATT *MODE* / *MODE* MODE 
    9  *mod* dep dep / *mod* dep 
    9  *dep_cpd* / det suj *dep_cpd* 
    9  NK *CJ* OC / NK *CJ* 
    9  *ATT* / DET *ATT* OBL 
    9  *NK* OP / *NK* 
    9  det / dep_cpd arg 
    9  *adjunct* / *adjunct* comp 
    9  *SUBJ* CONJ / *SUBJ* 
    9  *CP* / *CP* CJ 
    9  *MODE* / NEG *MODE* 
    9  PNC *SB* MNR / *SB* 
    9  NK NK *OA* RC / NK NK *OA* 
    9  *SB* / NK *SB* 
    9  det / dep_cpd dep.coord 
    9  *ES* IF / *ES* 
    9  *PNC* / NK *PNC* PNC 
    9  *ET* PA / *ET* 
    9  suj aux.pass *root* mod / *root* mod 
    9  *NK* AG MNR / *NK* 
    9  *mod* mod / mod *mod* mod 
    9  NK NK *AG* RC / NK NK *AG* 
    9  ATT *PRED* / *PRED* 
    9  SB *--* OC / SB *--* MO MO 
    9  *aux.tps* / suj *aux.tps* root mod 
    9  *PNC* / *PNC* OA 
    9  *aglt* / *aglt* comp_inf 
    9  *dep_cpd* / *dep_cpd* root 
    9  *KA* UA / *KA* 
    9  DT AT *SS* ET / DT AT *SS* 
    9  *mod* obj.p dep / *mod* obj.p 
    9  NK NK *SB* RC / NK NK *SB* 
    9  *CJ* / *CJ* SVP 
    9  *aux.pass* / mod suj *aux.pass* root 
    9  *pred* comp_fin / *pred* complm 
    9  det *suj* dep_cpd / *suj* 
    9  OC *--* EP MO / *--* EP MO 
    8  ATT ATT *OBL* / *OBL* 
    8  *dep_cpd* / mod *dep_cpd* mod 
    8  *NMC* / *NMC* CJ 
    8  *CD* CJ / *CD* CJ MO 
    8  *dep_cpd* / ats *dep_cpd* 
    8  *aux.tps* / obj *aux.tps* root 
    8  dep *root* ponct ponct / *root* 
    8  *de_obj* obj.p / *de_obj* det 
    8  RE *SB* / *SB* 
    8  mod det *obj.p* dep / det *obj.p* dep 
    8  *comp* ne / *comp* 
    8  *HD* / HD *HD* 
    8  *mod* obj.cpl / *mod* suj 
    8  SB *--* MO OC / SB *--* MO MO OC 
    8  *CONJ* / *CONJ* CONJ 
    8  SB *OC* OC / SB *OC* MO OC 
    8  conjunct conjunct conjunct / 
    8  ** root / ** aux.caus 
    8  det *obj.p* / det *obj.p* obj 
    8  *dep* dep_cpd obj.p / *dep* 
    8  *a_obj* obj.p / *a_obj* det obj.p 
    8  *aux.tps* / suj *aux.tps* mod 
    8  *adjunct* / *adjunct* subj 
    8  *suj* / mod *suj* 
    8  MO SBP *NK* / *NK* 
    8  *SS* HD / *SS* 
    8  DET *OBL* / DET *OBL* SUBJ 
    8  NK *OA* NK / NK *OA* 
    8  ATT *COORD* COORD / *COORD* 
    8  *TLOCY* / *TLOCY* CONJ 
    8  *ATT* / DET *ATT* ATT 
    8  DET *OBL* / DET *OBL* COORD 
    8  AT *OO* ET / AT *OO* 
    8  det *ats* mod.rel / det *ats* 
    8  *MODE* / *MODE* ATT 
    8  *root* mod dep mod / *root* mod 
    8  *obj* mod / *obj* 
    8  ATT *OBL* / *OBL* MODE 
    8  *MO* / *MO* NK 
    8  NK *DA* / NK *DA* MO 
    8  adjunct *comp* adjunct / *comp* 
    8  CJ *OO* CJ / *OO* CJ 
    8  *obj.p* dep_cpd / dep *obj.p* dep_cpd 
    8  *mod* mod dep / *mod* mod 
    8  *HD* / *HD* HD 
    8  SS *ROOT* VG / *ROOT* 
    8  *aux.tps* / suj obj *aux.tps* root 
    8  *mod* dep_cpd dep_cpd dep_cpd obj.p / mod *mod* dep_cpd 
    8  *CONJ* COORD / *CONJ* ATT COORD 
    8  MO MO *CJ* / *CJ* 
    8  *NK* / MNR *NK* 
    8  ATT *OBL* / ATT *OBL* ATT 
    8  *dep* obj.p / obj.p *dep* obj.p 
    8  NK *NK* MNR RC / NK *NK* MNR 
    8  *mod* / *mod* dep_cpd 
    8  *aux.tps* / dep_cpd *aux.tps* root 
    8  / PNC 
    8  MO MO *OC* / SB MO *OC* RC 
    8  *MO* NK CJ / *MO* NK 
    8  NK NK *PD* MNR / NK NK *PD* 
    8  NK PNC *NK* / *NK* 
    8  *SB* / *SB* PD 
    8  AA *AA* / *AA* 
    8  NK *CJ* CJ / *CJ* CJ 
    8  *mod* coord / *mod* dep.coord 
    8  NK *NK* AG / *NK* 
    8  *CP* / *CP* SB RE 
    8  det *dep.coord* dep_cpd / det *dep.coord* 
    8  *aux.caus* / *aux.caus* obj.p 
    8  *CONJ* / *CONJ* SUBJ 
    8  *dep* obj.p / det *dep* obj.p 
    8  NE *NE* / *NE* SUBJ 
    8  *--* SB OC / MO *--* SB MNR OC 
    8  NE *SUBJ* COORD / *SUBJ* 
    8  ATT *OBL* / *OBL* OBL 
    8  *CP* / *CP* SB MO OC 
    8  *OA* PA / *OA* DT 
    8  *PAR* NK CJ / *PAR* NK 
    8  conjunct *subj* conjunct / *subj* conjunct 
    8  *det* / *det* det 
    8  NE *ATT* / *ATT* OBJ 
    8  SBP MO *NK* / *NK* 
    8  *dep* obj.cpl / *dep* suj 
    8  *PNC* / *PNC* APP 
    8  det *obj* / dep_cpd *obj* 
    8  *det* dep_cpd dep_cpd / *det* 
    8  *--* SB OC / MO *--* SB MO 
    8  det *dep.coord* dep dep / det *dep.coord* dep 
    8  *OBL* / MODE *OBL* 
    8  *dep_cpd* / *dep_cpd* ats 
    8  det *obj.p* / det *obj.p* arg 
    8  *app* / subj *app* 
    8  det *obj* / dep_cpd *obj* mod 
    8  CJ *CD* / *CD* SB 
    8  *JU* / *JU* PAR 
    8  *dep_cpd* / dep_cpd *dep_cpd* obj 
    8  SB *--* OA / SB *--* OA AG 
    8  NK *PD* / *PD* 
    8  *AG* / SB *AG* 
    8  *a_obj* obj.p / *a_obj* obj 
    8  *obj* obj / mod *obj* obj 
    8  *de_obj* obj.p / mod *de_obj* 
    8  OC *--* SB / *--* PNC 
    8  AA *AT* / *AT* 
    8  OC *OC* / *OC* RE 
    8  *conjunct* / *conjunct* obj 
    8  *PD* MO / *PD* 
    8  *obj.p* obj / dep *obj.p* obj 
    8  suj aux.pass *obj.cpl* mod / *obj.cpl* mod 
    8  OA *OC* / *OC* OC 
    8  mod det *obj.p* / dep_cpd *obj.p* 
    8  *ATT-VAN-PRED* / ATT-VAN-NEG *ATT-VAN-PRED* 
    8  *CJ* UA / *CJ* 
    8  *CJ* / *CJ* AG 
    8  *obj.p* mod mod.rel / *obj.p* mod 
    8  NK *CJ* / *CJ* 
    8  *MO* / OA *MO* 
    8  *comp* / *comp* adjunct 
    8  *dep_cpd* / coord *dep_cpd* dep_cpd 
    8  *root* det ponct ponct / *root* det ponct 
    8  *SS* IF / *SS* 
    8  MO NK *CJ* / NK *CJ* 
    8  det / dep_cpd dep 
    8  NK *APP* AG / NK *APP* 
    8  NK *AG* / NK *AG* -- 
    8  DET *OBJ* / DET *OBJ* CONJ 
    8  *TA* PA / *TA* DT 
    8  PD *OC* / *OC* 
    8  mod *mod* / mod *mod* mod 
    8  *CP* / *CP* SB MO 
    8  *mod* obj.p / ats *mod* obj.p 
    8  DT *CJ* ET / DT *CJ* 
    8  *root* / *root* det 
    8  NK *OA* MNR / *OA* 
    8  *CJ* / *CJ* ROOT 
    8  *a_obj* obj.p / *a_obj* dep_cpd 
    8  *dep* / *dep* root det ponct 
    8  *ROOT-VAN-CONJ* ATT / *ROOT-VAN-CONJ* 
    8  *MO* / MNR *MO* 
    8  MO *CJ* NK / *CJ* NK 
    8  *AC* / *AC* MNR 
    8  DT *SP* ET / DT *SP* 
    8  MO PM *OC* / PM *OC* 
    7  ATT *SUBJ* / *SUBJ* ATT 
    7  NK *CJ* NK / NK *CJ* PNC 
    7  *ATT* / *ATT* APPEND 
    7  *coord* mod dep.coord / *coord* 
    7  *--* SB OC / MO *--* MO OC 
    7  adjunct *pd* / *pd* 
    7  OBJ *MODE* / *MODE* 
    7  *MNR* NK / PD *MNR* NK 
    7  *ATT* / *ATT* NE 
    7  NK *CJ* / NK *CJ* MNR 
    7  NK NK *OA* / NK MO NK *OA* 
    7  *CONJ* / *CONJ* OBJ 
    7  *CP* / -- *CP* OC 
    7  *SBP* NK / *SBP* PNC 
    7  det *obj.p* ponct mod ponct / det *obj.p* mod 
    7  det *ats* mod dep / det *ats* 
    7  adjunct *conjunct* / *conjunct* 
    7  AG NK *NK* / NK *NK* 
    7  det *suj* dep_cpd dep_cpd dep_cpd / det *suj* 
    7  NK *NK* / *NK* -- 
    7  ** ROOT-VAN-PRED / ** ROOT-VAN-ATT 
    7  *coord* mod / *coord* 
    7  *obj.p* obj / *obj.p* mod 
    7  *dep_cpd* / *dep_cpd* mod.rel 
    7  *JU* / *JU* OC 
    7  *SB* / *SB* -- 
    7  PNC *NK* APP / *NK* APP 
    7  AG *OA* / *OA* 
    7  *obj.p* dep_cpd mod / *obj.p* mod 
    7  *CJ* / *CJ* AN 
    7  *MNR* NK / *MNR* AG 
    7  ATT *APPEND* / *APPEND* 
    7  *obj* obj.cpl coord / *obj* obj.cpl 
    7  *OP* NK / NK *OP* NK 
    7  *obj.p* / *obj.p* p_obj 
    7  *NK* NK / -- *NK* 
    7  *obj.p* mod / *obj.p* mod mod 
    7  *suj* mod.rel / *suj* 
    7  *DET* / *DET* ATT 
